sentence,entities,gt_relation,pred_relation,pred_edge,is_edge_test_contradictory,exec_time
This is a very useful volume for anyone interested in the religious in nineteenth and twentieth-century American literature.,"['volume', 'religious']",14,-1,[],False,00:00:21
"A wedge of Canada geese passed overhead, already fleeing from winter, but for the moment it was summer still.","['wedge', 'geese']",13,1,"('geese', 'wedge')",False,00:00:23
A ceramist bakes the porcelain in a tin foil and further heats it by placing it an oven.,"['ceramist', 'foil']",11,-1,[],False,00:00:29
"I was lucky enough to see with my own eyes the recent stock-market crash, where they lost several million dollars, a rabble of dead money that went sliding off into the sea.","['rabble', 'money']",18,-1,[],False,00:00:24
The old cars is migrating into the new residents properties together with the residents.,"['old cars', 'residents properties']",6,-1,[],False,00:00:23
A specific legacy has relation to the time of making the will.,"['legacy', 'time']",18,-1,[],False,00:00:26
The aim of this study was the measurement of the intensity and circumstances of drug use.,"['study', 'measurement']",18,0,"('study', 'measurement')",False,00:00:15
The story of the pilot episode is related through a series of flashbacks.,"['story', 'flashbacks']",3,0,"('story', 'flashbacks')",False,00:00:18
"The barn on her dad's farm that he cultivated from 1963 until the mid-1990s, was restored.","['barn', 'farm']",2,-1,[],False,00:00:26
The poem explores the inevitable need to make choices.,"['poem', 'need']",14,-1,[],False,00:00:51
The train started to its destination.,"['train', 'destination']",6,-1,[],False,00:00:19
"Goto.com was an Idealab spin-off created by the scientist, and was the first company to successfully provide a pay-for-placement search service.","['spin-off', 'scientist']",16,1,"('scientist', 'spin-off')",False,00:00:19
"His ninth novel, The Echo Maker, starts with a siege of sandhill cranes, a one-vehicle highway accident and a mystery.","['siege', 'cranes']",13,-1,[],False,00:00:21
"The energy originates from an external source of light, which is absorbed and almost immediately emitted.","['energy', 'source']",8,1,"('source', 'energy')",False,00:00:14
Maddie's parents killed her with sleeping pills.,"['parents', 'pills']",11,0,"('parents', 'pills')",False,00:00:29
The writer's principal work during the years following Pushkin's death was the satirical epic Dead Souls.,"['writer', 'work']",17,0,"('writer', 'work')",False,00:00:14
My animation assignment from last term made everyone smile.,"['assignment', 'term']",8,1,"('term', 'assignment')",False,00:00:28
"After runners carried the torch through the streets of North Platte, the torch was again handed off to a Pony Express rider, who continued down the trail.","['runners', 'streets']",18,-1,[],False,00:00:26
Extensive references to scientific literature form an important part of each monograph and over 1800 new citations appear in the book.,"['citations', 'book']",2,1,"('book', 'citations')",True,00:00:37
First we put baking soda in a balloon then we attached the balloon to the top of a bottle with vinegar in it.,"['bottle', 'vinegar']",5,-1,[],False,00:00:14
Beer is produced by the brewing and fermentation of starches.,"['Beer', 'starches']",8,1,"('starches', 'Beer')",False,00:00:19
"California law consists of 29 codes, covering various subject areas, the State Constitution and Statutes.","['law', 'codes']",3,0,"('law', 'codes')",False,00:00:18
"This winter season, bird flu has been carried into the country quickly.","['bird flu', 'country']",6,-1,[],False,00:00:17
Teachers systematically engage students in such higher order cognitive skills as analysis and synthesis of data by using statistics.,"['Teachers', 'statistics']",11,0,"('Teachers', 'statistics')",True,00:00:35
The female bees of most species feed on the nectar secreted by many plants.,"['nectar', 'plants']",16,1,"('plants', 'nectar')",False,00:00:15
The newspaper was reporting news from Macedonia from that period.,"['newspaper', 'news']",14,0,"('newspaper', 'news')",False,00:00:31
Most of the essays originated in writing workshops run by the literary magazine Tin House.,"['essays', 'workshops']",8,1,"('workshops', 'essays')",False,00:00:21
One aspect of the media presentation is the status attributed to claims-makers on either side of the issue.,"['presentation', 'status']",14,0,"('presentation', 'status')",False,00:00:28
"In future Britain, charismatic delinquent Alex DeLarge is jailed and later volunteers for an experimental aversion therapy developed by the government in an effort to solve society's crime problem.","['therapy', 'government']",18,1,"('government', 'therapy')",False,00:00:11
"The drawer contained ""a phial of some tincture, a paper of some salt, and a record of a series of experiments"".","['drawer', 'phial']",5,-1,[],False,00:00:18
"The farm had many acres with a number of buildings dedicated to a variety of goodies from produce, fruits, baker goods and specialty items depending on the season.","['farm', 'buildings']",3,0,"('farm', 'buildings')",False,00:00:21
"Missouri experienced growth in swine herd from 1990 to 2000 as did four nearby states (Iowa, Oklahoma, Kansas and Texas).","['swine', 'herd']",12,0,"('swine', 'herd')",True,00:00:36
Extremely dangerous blizzards have moved into the Midwest region.,"['blizzards', 'region']",6,-1,[],False,00:00:21
The company sent floral bouquets to a city in Ireland.,"['bouquets', 'city']",6,-1,[],False,00:00:27
"And after waiting two days, I finally decide to send an email to inquire about my car reservation and I explained my trouble.","['email', 'reservation']",14,1,"('reservation', 'email')",False,00:00:19
"It's a fish with lungs, and it can survive on land for brief periods.","['fish', 'lungs']",3,-1,[],False,00:00:34
The input queue is used for processing events from an MFG/PRO application to a WebSphere-connected application.,"['input', 'queue']",18,0,"('input', 'queue')",False,00:00:19
"For safety reasons, he loads and unloads his bike from the curbside of the bus.","['curbside', 'bus']",2,-1,[],False,00:00:21
The signatures were fetched into the cache together with the instructions.,"['signatures', 'cache']",6,-1,[],False,00:00:19
Her speeches have special reference to environmental policy.,"['speeches', 'policy']",14,-1,[],False,00:00:30
This incident was an incursion of illegal aliens from outer space and not U.S. military high-tech black project flying objects.,"['aliens', 'space']",8,-1,[],False,00:00:25
"They weave fine cloth, and they use the down of water-sheep in making it; it is called Hai-hsi-pu (cloth from the west of the sea).","['down', 'water-sheep']",8,1,"('water-sheep', 'down')",False,00:00:21
Bizarrely enough I was just looking at our homepage from ten years ago.,"['homepage', 'years']",8,-1,[],False,00:00:21
"This month, the commissioner travels to several remote nations.","['commissioner', 'nations']",6,-1,[],False,00:00:21
It covers the basic concepts in a clean and slick tutorial.,"['basic concepts', 'tutorial']",15,0,"('basic concepts', 'tutorial')",False,00:00:21
"These efforts of the crossbow-makers to decrease the friction of the bolt of the crossbow against the stock, as the bolt was driven forward by the bow-string, are traced in all mediaeval crossbows.","['bolt', 'crossbow']",10,1,"('crossbow', 'bolt')",False,00:00:21
US forces fared so well that MacArthur gained Truman's permission to attempt a total rout of communist forces.,"['rout', 'forces']",18,1,"('forces', 'rout')",False,00:00:19
Breuer chairs a phalanx of high-flying artists in a family saga.,"['phalanx', 'artists']",13,-1,[],False,00:00:23
"A computer was stolen from a church office sometime Monday or Tuesday in the 1500 block of CR 144, Brazoria County.","['computer', 'church office']",8,-1,[],False,00:00:18
"And the beer was in a mug, and full to the brim.","['beer', 'mug']",4,-1,[],False,00:00:20
"The strategy covers the period to 2016, with a strong focus on 2010.","['strategy', 'focus']",18,0,"('strategy', 'focus')",False,00:00:24
A number of scientific criticisms of Duesberg's hypothesis were summarised in a review article in the journal Science in 1994.,"['criticisms', 'article']",15,0,"('criticisms', 'article')",False,00:00:22
"To cover all areas, I've included coffee pot and cups in a neat stack on the table, so that the meal has both a beginning and an end feel to it.","['cups', 'stack']",12,0,"('cups', 'stack')",False,00:00:18
Both novel and film insist upon the necessity of the past in defining who we are and how we will live in the present.,"['film', 'necessity']",14,-1,[],False,00:00:27
The book comprises ten chapters.,"['book', 'chapters']",3,0,"('book', 'chapters')",False,00:00:23
"On March 29, 1984, in the middle of the night, a convoy of moving vans left the Colts' headquarters, headed for Indianapolis.","['convoy', 'vans']",13,1,"('vans', 'convoy')",False,00:00:23
It shows a sailor with a list of crossed-out ex-girlfriend's names going down his arm.,"['sailor', 'list']",3,0,"('sailor', 'list')",False,00:00:16
It is in the hours of darkness that the plant builds up the oxidase that is to call out the signal that the flower has run its full course.,"['plant', 'oxidase']",17,0,"('plant', 'oxidase')",False,00:00:23
"To put it discretely, she described the sensation in her knees as that of being forcibly violated by a prickle of porcupines.","['prickle', 'porcupines']",13,-1,[],False,00:00:21
"The factory produced British military rifles, muskets and swords from 1816.","['factory', 'rifles']",17,0,"('factory', 'rifles')",False,00:00:20
China's feed industry has entered into its mature period.,"['industry', 'period']",6,0,"('industry', 'period')",False,00:00:18
Nuevomexicano culture is rooted in an indigenous past.,"['culture', 'past']",8,1,"('past', 'culture')",False,00:00:22
"Recently, the EFCC succeeded in arresting a syndicate of internet fraudsters with the following Identity, Badiru Abidemi Adeyinka.","['syndicate', 'fraudsters']",13,-1,[],False,00:00:19
I have abuse originating from my server.,"['abuse', 'server']",8,1,"('server', 'abuse')",False,00:00:25
"Kotter's most significant and controversial work, however, has been on the subject of leadership.","['work', 'leadership']",14,-1,[],False,00:00:20
It is found that the polysilicon grows from an initial step of the deposition.,"['polysilicon', 'step']",18,1,"('step', 'polysilicon')",False,00:00:18
A Chinese firms poured millions into the country.,"['millions', 'country']",6,0,"('millions', 'country')",False,00:00:20
I also received one stand of choice bees and about $100 in cash.,"['stand', 'bees']",13,-1,[],False,00:00:41
The pain was radiating from the right buttock to the knee joint.,"['pain', 'buttock']",8,1,"('buttock', 'pain')",False,00:00:18
The reconstitution of boards of governors takes place every 4 years and the current term of boards of governors is due to end on 30 June 2009 for controlled and maintained schools.,"['boards', 'governors']",13,-1,[],False,00:00:36
Snails and slugs cause holes in the leaves of young plants and can chew right through the stems of newly planted seedlings.,"['slugs', 'holes']",17,0,"('slugs', 'holes')",False,00:00:16
"A family living at Calabogie, Ontario was digging their new potatoes and came upon a different clutch of eggs.","['clutch', 'eggs']",13,-1,[],False,00:00:24
"Now, your earlobe can never escape because this brass knuckle stud is attached to a chain attached to a cuff that affixes to the helix of the ear.","['helix', 'ear']",2,-1,[],False,00:00:23
He draged the nail on the head of the snake and then clicked the switch of the tape recorder.,"['switch', 'tape recorder']",2,0,"('switch', 'tape recorder')",False,00:00:21
The kit was in a box that measured about 18x11x3.5 inches.,"['kit', 'box']",4,-1,[],False,00:00:23
DOJ released a probe into Siegelman prosecution.,"['probe', 'prosecution']",6,1,"('prosecution', 'probe')",False,00:00:14
A model for a summer house by the carpenter and architect William Thornton was approved by Sir Abstrupus in 1700.,"['model', 'carpenter']",16,1,"('carpenter', 'model')",False,00:00:22
A short introductory chapter furnishes the background information.,"['chapter', 'background information']",14,0,"('chapter', 'background information')",False,00:00:21
The applet requires a browser that supports JDK 1.1.5 or above.,"['applet', 'browser']",18,1,"('browser', 'applet')",True,00:00:35
Tasheki was taking photographs at the encounter site when a bullet hit his jaw bone.,"['jaw', 'bone']",3,-1,[],False,00:00:24
"The 2001 debut album by the New York band was voted top of the pile by a panel of musicians, producers, writers and record label bosses.","['album', 'band']",16,1,"('band', 'album')",False,00:00:19
PlanetCAD offers the best tools for engineers and now the whole industry is following.,"['tools', 'engineers']",10,-1,[],False,00:00:37
Cloud loss behaviour in pasteurized apricot nectar was found to be different from that of other fruit juices.,"['apricot', 'nectar']",9,0,"('apricot', 'nectar')",False,00:00:26
A very small pile of soft green hay was in a bin in a corner of their downstairs room.,"['pile', 'bin']",4,-1,[],False,00:00:25
"Among them are the 2,000 or so workers who still make diesel engines for Ford on a site that employed more than 50,000 in the 1950s.","['workers', 'engines']",17,0,"('workers', 'engines')",False,00:00:17
This paper describes a set of principles designed to help archives position themselves to address the management of current records.,"['set', 'principles']",13,-1,[],False,00:00:19
"This new, improved active piezoelectric hydrophone is made with shielded clear waterproof cable and a copper acoustic chamber coated in non-toxic, durable black rubber.","['hydrophone', 'cable']",18,-1,[],False,00:00:22
"The waiter returns with a bottle full of wine, pours a small amount in the glass for tasting.","['bottle', 'wine']",5,-1,[],False,00:00:24
The oil paintings shown at the exhibition were of exceptionally high quality.,"['paintings', 'exhibition']",2,-1,[],False,00:00:36
The soot has been blown down into the fireplace.,"['soot', 'fireplace']",6,1,"('fireplace', 'soot')",False,00:00:19
At this time the farm had three horses and a small tractor.,"['farm', 'horses']",18,0,"('farm', 'horses')",False,00:00:18
The goose was released into the wild.,"['goose', 'wild']",6,-1,[],False,00:00:20
"The original play was filled with very topical humor, so the director felt free to add current topical humor to the script.","['play', 'humor']",3,0,"('play', 'humor')",True,00:00:28
We are determined to pursue the conquest of evil with the good.,"['conquest', 'good']",18,1,"('good', 'conquest')",False,00:00:20
"Authentic people, knowing their place in the world, fulfill it with joy and attention.","['people', 'joy']",18,0,"('people', 'joy')",False,00:00:15
Unificationists sees Kingdom coming with the help of the new president.,"['Unificationists', 'president']",18,1,"('president', 'Unificationists')",False,00:00:17
"More important, these changes improved the users' experience of the software.","['users', 'software']",11,1,"('software', 'users')",False,00:00:19
"When shown the location of the drugs, the investigators noted that the drugs were in a box in a closet, and were not stored in a securely locked, substantially constructed cabinet, as required.","['drugs', 'box']",4,-1,[],False,00:00:15
The national prize was awarded to Lionacleit fashion pupils.,"['prize', 'pupils']",6,1,"('pupils', 'prize')",True,00:00:41
"While most of the experimental literature focuses on individual contributions, many real-world problems involve the formation of coalitions.","['formation', 'coalitions']",18,0,"('formation', 'coalitions')",False,00:00:15
The method uses histologic techniques for processing and thus offers one major advantage.,"['method', 'techniques']",11,-1,[],False,00:00:38
His body was inside a cupboard in the Jumeirah Carlton Tower Hotel in upmarket Knightsbridge.,"['body', 'cupboard']",4,-1,[],False,00:00:22
"The crane arm raises, swivels, and extends to a maximum length of 11"" inches, just like our own Poe Ghostal.","['crane', 'arm']",3,0,"('crane', 'arm')",True,00:00:37
The launch has been rescheduled to next month due to bad weather.,"['launch', 'next month']",6,-1,[],False,00:00:22
Employees are the most important part of an organisation.,"['Employees', 'organisation']",12,1,"('organisation', 'Employees')",True,00:00:26
The coalition sprang up after the Tories released an economic statement lambasted by the opposition parties.,"['statement', 'parties']",18,0,"('statement', 'parties')",False,00:00:22
"All of their products are the direct result of extensive research and development and produce a varied array of spectral colors, enabling you to sound your best.","['array', 'colors']",13,-1,[],False,00:00:38
The system combined the hierarchical structure of decision trees with a clean probabilistic semantics.,"['system', 'structure']",18,0,"('system', 'structure')",True,00:00:45
A child has been placed into foster care.,"['child', 'care']",18,0,"('child', 'care')",False,00:00:35
"In the mechanical department the course includes a variety of previously published studies having relation to applied mechanics, the art of construction, and mechanical drawing.","['studies', 'mechanics']",14,-1,[],False,00:00:35
"There are many theories and thoughts about the effects of the moon on people, animals, and the natural world.","['thoughts', 'effects']",14,1,"('effects', 'thoughts')",False,00:00:20
"When the arm of the patient is meticulously placed at the right atrium level in both positions, the difference is even greater than when the arm rests on the desk or on the arm support of the chair.","['arm', 'patient']",2,-1,[],False,00:00:26
He has added his cousin into his portfolio.,"['cousin', 'portfolio']",6,-1,[],False,00:00:25
"Since then, millions of dollars have gone into reconstructions for victims of tsunami in 2004.","['dollars', 'reconstructions']",18,0,"('dollars', 'reconstructions')",False,00:00:18
"Just 18 months ago, the New York Times Magazine ran a cover story depicting progressive bloggers as a band of unkempt outsiders.","['band', 'outsiders']",13,-1,[],False,00:00:18
The functionality is moved into a separate database.,"['functionality', 'database']",6,-1,[],False,00:00:23
Its progenitor made his name with a wonderful non-fiction account of policing in Baltimore called Homicide.,"['progenitor', 'name']",18,0,"('progenitor', 'name')",False,00:00:15
It contains a chapter giving an introduction to compression algorithms.,"['chapter', 'algorithms']",14,-1,[],False,00:00:29
One flyer was inside a box of Cracker Jacks at a Hughes Market.,"['flyer', 'box']",4,1,"('box', 'flyer')",False,00:00:17
Petitions against the annexation were signed by between one half and two-thirds of a total population of some 8000 burghers.,"['population', 'burghers']",13,-1,[],False,00:00:22
"Appellant's only challenge to the application of the plain view doctrine is that because the marijuana was in a jar in the freezer compartment it was not in ""plain view.""","['marijuana', 'jar']",4,-1,[],False,00:00:29
The tortoise that had been picked up the night before was in a box.,"['tortoise', 'box']",4,-1,[],False,00:00:15
"The generator powered a nearby aluminium factory, considered vital to the German war effort.","['generator', 'factory']",10,0,"('generator', 'factory')",False,00:00:14
Mr. Adel throws the rope of the rod as far as he can into the water.,"['rope', 'rod']",2,1,"('rod', 'rope')",False,00:00:34
The water was drained into the second water drain tank through the connecting pipes.,"['water', 'tank']",6,-1,[],False,00:00:22
A temple has been built by monks in northeast Thailand who used over a million recycled beer bottles to make the walls and roof.,"['temple', 'monks']",16,1,"('monks', 'temple')",False,00:00:12
Stones must be set in% inch from the edge of the flat.,"['edge', 'flat']",2,-1,[],False,00:00:36
The machine arrived from the factory with Windows 2000 installed on a single large partition.,"['machine', 'factory']",8,1,"('factory', 'machine')",False,00:00:14
The factory's workshop functioned inside an extension which was bigger than the actual residence.,"['factory', 'workshop']",3,0,"('factory', 'workshop')",False,00:00:24
"The money was hidden in an air-conditioning system's return duct, which conveniently connected to the room behind.","['money', 'return duct']",4,-1,[],False,00:00:22
"Individuals were granted a wrack of rabbits and some help building a rabbit run in their backyard to start up a small rabbit farm (--40 rabbits and a hutch, perhaps?), along with automatic membership in a cooperative rabbit abatoir.","['wrack', 'rabbits']",13,-1,[],False,00:00:20
A warehouse user with limited authority cannot crate the required bufferpool.,"['warehouse', 'user']",10,-1,[],False,00:00:21
Huge money is given to companies for boosting economy.,"['money', 'companies']",6,0,"('money', 'companies')",False,00:00:22
All houses are now built this way.,"['houses', 'way']",18,-1,[],False,00:00:33
This lovely song by a virtually unknown quartet from Oklahoma epitomizes what a great wedding song is.,"['song', 'quartet']",16,1,"('quartet', 'song')",False,00:00:16
A test payment was put into my bank account on October 13th.,"['payment', 'account']",6,-1,[],False,00:00:23
"This an alliance of various elements connected into the political elite with the old PRD forces, who have adopted a strategy of postponing efforts to lead any fight with the domestic bourgeoisie.","['alliance', 'elements']",13,1,"('elements', 'alliance')",False,00:00:16
These changes have been reflected in the general policies and approach of the Forestry Commission.,"['changes', 'policies']",15,0,"('changes', 'policies')",False,00:00:16
The drying step is achieved within 4 hours from the exit of the barley spent grain from the beer or malt production.,"['grain', 'production']",8,1,"('production', 'grain')",False,00:00:16
A meeting called by India's government to discuss the creation of a separate state in the tea-producing Darjeeling hills has ended without a breakthrough.,"['meeting', 'creation']",14,1,"('creation', 'meeting')",False,00:00:16
The G-53 ended its statement with one of the many speculations that have arisen from the president's contentious departure from the country.,"['president', 'country']",8,-1,[],False,00:00:23
"The purpose of this test was to report to the American public on the academic achievement of individual students, schools, districts, and states.","['test', 'achievement']",18,-1,[],False,00:00:58
"A year after the government applied a tourniquet to the banking industry, the bleeding has slowed.","['government', 'tourniquet']",11,0,"('government', 'tourniquet')",False,00:00:27
"The boy runs away from the school when he sees his father's insensitivity, but the teacher and his other friends bring him back.","['boy', 'school']",8,-1,[],False,00:00:17
I've been asking for a fizzy milk drink for a while.,"['milk', 'drink']",18,0,"('milk', 'drink')",False,00:00:25
"Manufacturers have traditionally been more concerned about factors like price, quality, or cycle time, and not as concerned over how much energy their manufacturing processes use.","['Manufacturers', 'factors']",18,0,"('Manufacturers', 'factors')",False,00:00:37
The midbrain dopaminergic (mDA) neurons of the substantia nigra and the ventral tegmental area play a fundamental role in the control of voluntary movement.,"['neurons', 'substantia nigra']",2,-1,[],False,00:00:40
His efforts were documented in the diaries of his sister Katherine.,"['efforts', 'diaries']",15,0,"('efforts', 'diaries')",False,00:00:19
The public are welcome to visit the lakes and dams that make up Tasmania's hydro electric network.,"['lakes', 'network']",2,-1,[],False,00:00:48
A van used by debtors in the business of transporting passengers was a tool of the trade for lien avoidance purposes.,"['van', 'debtors']",10,1,"('debtors', 'van')",False,00:00:23
"The English writer, poet, philologist, and university professor was best known as the author of the classic high fantasy works The Hobbit, The Lord of the Rings and The Silmarillion.","['professor', 'works']",17,0,"('professor', 'works')",True,00:00:43
It carried 1500 gallons of water in its split saddle tanks and 700 gallons of fuel oil in a bunker behind the cab.,"['oil', 'bunker']",4,-1,[],False,00:00:27
"The explosives were in a box covered by sheet metal, while the wooden handle and fuse were those of the stick hand grenade.","['explosives', 'box']",4,-1,[],False,00:00:26
Half of the new subscribers hailed from China's vast countryside.,"['subscribers', 'countryside']",8,1,"('countryside', 'subscribers')",False,00:00:21
We derive a pair of optimal weights on the dollar in a currency basket to stabilize their trade balances for both of the countries.,"['dollar', 'basket']",18,-1,[],False,00:00:37
Time travel is a common theme in science fiction.,"['Time travel', 'science fiction']",15,-1,[],False,00:00:27
The handwritten note was inside a plastic baggy.,"['note', 'plastic baggy']",4,-1,[],False,00:00:17
This happens when a collecting agent inadvertently applies the PNS discount to an ineligible vessel.,"['agent', 'discount']",11,0,"('agent', 'discount')",False,00:00:13
The stress of electoral defeats exposed Mr. Hoyte to opposite pressures within the constituency of his supporters.,"['constituency', 'supporters']",13,1,"('supporters', 'constituency')",False,00:00:23
"Quite a large part of the religious establishment was opposed to alchemy, but, given the fraudulent tripe written by most of the alchemists, that was no bad thing.","['tripe', 'alchemists']",16,1,"('alchemists', 'tripe')",False,00:00:18
"When a bottle full of air is opened under water, the water will not enter the bottle.","['bottle', 'air']",5,1,"('air', 'bottle')",False,00:00:17
"Scientists have assembled the first global geological map of the Solar System's largest moon - and in doing so have gathered new evidence into the formation of the large, icy satellite.","['Scientists', 'map']",17,0,"('Scientists', 'map')",False,00:00:18
Lambert's wartime experiences were related in his excellent 1973 memoir.,"['experiences', 'memoir']",15,0,"('experiences', 'memoir')",False,00:00:18
The correct targeting signal is imported into the peroxisomes.,"['signal', 'peroxisomes']",6,-1,[],False,00:00:47
"The ultimate D.C.-related work on this topic, in recent decades, anyway, may be Jerzy Kosinski's satirical Being There, the inspiration for a Peter Sellers film by the same name.","['film', 'name']",18,1,"('name', 'film')",False,00:00:21
"In the older sections of the city the street in front of one's house is considered the person's responsibility, it is seen as an extension of their house.","['sections', 'city']",2,-1,[],False,00:00:24
"In some of the other stories, an orphan runs away from the orphanage.","['orphan', 'orphanage']",8,-1,[],False,00:00:35
The dolphin uses its flukes for swimming and its flippers for steering.,"['dolphin', 'flukes']",3,-1,[],False,00:00:29
Construction industry's worth is invested into construction plant and equipment.,"['worth', 'plant']",6,0,"('worth', 'plant')",False,00:00:22
Kegs of Guinness rolled off and then were grabbed and stacked up against the wall by the pub owner.,"['wall', 'owner']",18,-1,[],False,00:00:18
In this section are horses born in Tori stud that have made Tori breed famous and maintained that fame.,"['horses', 'stud']",18,1,"('stud', 'horses')",False,00:00:20
"Food comes from the grocery store, packaged, sanitized, frozen or chilled.","['Food', 'store']",8,-1,[],False,00:00:28
The treatment includes an aromatherapy mask and moisturizer.,"['treatment', 'mask']",3,0,"('treatment', 'mask')",False,00:00:23
As a consequence it sold bonds indirectly to the public with the help of a syndicate of banks.,"['syndicate', 'banks']",13,1,"('banks', 'syndicate')",False,00:00:27
Player one can become white and block all the bullets while player two blasts the boss with the opposite color.,"['player', 'color']",11,0,"('player', 'color')",False,00:00:18
"Compassion was originally from a people known as the Remote, a splinter group of the time travelling voodoo cult Faction Paradox.","['Compassion', 'people']",8,1,"('people', 'Compassion')",True,00:00:29
The imperative originates from an authority which transcends the speaker.,"['imperative', 'authority']",8,1,"('authority', 'imperative')",False,00:00:10
Meyer lemon marmalade is an amazingly delicious version of fruit recipe.,"['lemon', 'marmalade']",9,0,"('lemon', 'marmalade')",False,00:00:23
From the Pulitzer Prize-winning author of March comes this novel - inspired by a true story - that traces the journey of a rare illuminated manuscript through centuries of exile and war.,"['author', 'novel']",17,0,"('author', 'novel')",False,00:00:21
"Simon roused himself slowly from a wonderful dream revolving around a whole pryde of baby griffins, just waiting for him to play with them.","['pryde', 'griffins']",13,-1,[],False,00:00:26
"Topping is the indiscriminate removal of a tree 's crown, cutting off large branches and the main stem of the tree, leaving large branch stubs.","['tree', 'crown']",3,-1,[],False,00:00:18
"Traditionally, chandlers made both soap and candles, because a long time ago both of these products were made with lard.","['chandlers', 'candles']",17,0,"('chandlers', 'candles')",False,00:00:20
Comments are parts of the source code disregarded by the compiler.,"['Comments', 'source code']",2,1,"('source code', 'Comments')",False,00:00:22
These piezos have 2.5 inch pretinned lead wires solidly attached with solder joins protected by a dab of silicone.,"['piezos', 'wires']",3,-1,[],False,00:00:41
The Baha'u'llah religion has liberated human minds by a prohibition within His Faith against any caste with ecclesiastical prerogatives.,"['religion', 'prohibition']",17,0,"('religion', 'prohibition')",False,00:00:16
Papers of conductor and arranger Andre Kostelanetz are being donated to the library by the musician's estate.,"['Papers', 'library']",6,0,"('Papers', 'library')",True,00:00:36
"So almost immediately after Pearl Harbor, Hawaii's Governor calls for citizens and their guns to man checkpoints and patrol beaches against an expected Japanese invasion.","['citizens', 'guns']",11,-1,[],False,00:00:37
He needs to capture 22nd century criminals who have escaped by time-traveling.,"['criminals', 'time-traveling']",11,0,"('criminals', 'time-traveling')",False,00:00:25
"She and colleagues exhaustively tested the sample, sequencing the proteins they found with a new and better mass spectrometer.","['colleagues', 'spectrometer']",11,0,"('colleagues', 'spectrometer')",True,00:00:38
The corpses were then placed in cotton cloth wrappings and put inside of a wooden case that was put inside of another case that was decorated with details of their life and a mask of their face.,"['corpses', 'wrappings']",6,0,"('corpses', 'wrappings')",False,00:00:18
Our ancestors have added high protein into their diet.,"['protein', 'diet']",6,1,"('diet', 'protein')",True,00:00:50
We served a bowl of delicious soup in a dish of ivory china.,"['soup', 'dish']",4,-1,[],False,00:00:26
This brotherhood of halfling rogues is the most powerful criminal organisation in town.,"['brotherhood', 'rogues']",13,1,"('rogues', 'brotherhood')",False,00:00:33
There are a few simple steps you take to ensure you have selected the correct landscape company.,"['landscape', 'company']",16,-1,[],False,00:00:20
The company builds many of the machines used in the manufacturing of the beds and the upfitting of the chassis.,"['company', 'machines']",17,0,"('company', 'machines')",False,00:00:21
Ten-year-old Huynh Thanh Tung was fortunate to survive when the tiny war relic burst into a ball of flames and flying metal as he stuffed the bomb into a bottle.,"['bomb', 'bottle']",6,-1,[],False,00:00:26
Flax seed oils is the form in which the oil was extracted from the seed.,"['seed', 'oils']",9,0,"('seed', 'oils')",False,00:00:17
The signal peptide is derived from a protein that is exported by the cell.,"['peptide', 'protein']",8,1,"('protein', 'peptide')",False,00:00:12
A Boy Scout in North Carolina found a purse with money in it.,"['purse', 'money']",5,0,"('purse', 'money')",False,00:00:22
The researchers inserted caffeine into baked goods.,"['caffeine', 'goods']",6,0,"('caffeine', 'goods')",False,00:00:19
He was 10 to 11 meters away from the accused when the latter ran away from the scene of the incident.,"['accused', 'scene']",8,-1,[],False,00:00:36
The slaves were brought into the country against their will.,"['slaves', 'country']",6,-1,[],False,00:00:28
"In recent months, civility has been a topic of much discussion in the newspapers.","['civility', 'discussion']",15,0,"('civility', 'discussion')",True,00:00:25
Other ritual practices attributed to berserks represent the initiation of the young warrior into a band of berserkers.,"['band', 'berserkers']",13,0,"('band', 'berserkers')",True,00:00:37
A new insulated pizza bag is delivered to the market.,"['bag', 'market']",18,-1,[],False,00:00:26
Pigs really fly....with the help of a trampoline.,"['Pigs', 'trampoline']",11,1,"('trampoline', 'Pigs')",False,00:00:19
"Even in World War II, American soldiers targeted the men with the katanas first because their killing power was feared and respected.","['soldiers', 'katanas']",18,-1,[],False,00:00:36
"For me, the most interesting thing was some pottery by people who are so well known for their pottery like Picasso or Miro.","['people', 'pottery']",17,0,"('people', 'pottery')",False,00:00:15
"And a 22-page internal report by a computer security company named MANDIANT, dated August 18, fleshes out many details of the June-July breaches.","['report', 'company']",16,1,"('company', 'report')",False,00:00:13
"Having delivered her charge, she had silently returned to her tree deep in the woods.","['tree', 'woods']",18,-1,[],False,00:00:22
Modern economists have exported equilibrium concepts to political science.,"['concepts', 'science']",6,-1,[],False,00:00:38
TextMate is hailed as the best editor for programmers by many people.,"['editor', 'programmers']",10,-1,[],False,00:00:39
The most suitable callus to establish suspension cell cultures was obtained from seeds.,"['callus', 'seeds']",8,1,"('seeds', 'callus')",False,00:00:18
Tom's prominient selection of various rye spirits wins him kudos today.,"['rye', 'spirits']",9,0,"('rye', 'spirits')",False,00:00:24
Red Line conductor Ivan Hardaway prepares the train for departure from the station.,"['train', 'station']",8,-1,[],False,00:00:28
Brittany Murphy's bedroom was filled with prescription drugs.,"['bedroom', 'drugs']",18,-1,[],False,00:00:23
"In exclusive buildings, a private restaurant is part of the package.","['restaurant', 'package']",2,1,"('package', 'restaurant')",False,00:00:19
