sentence,entities,gt_relation,pred_relation,pred_edge,is_edge_test_contradictory,exec_time
The 23-year-old rapper has recently completed a song with the hip-hop superstar and announced it would appear on his debut LP Thank Me Later.,"['rapper', 'song']",17,0,"('rapper', 'song')",False,00:00:30
"Many problems have ensued from the new policy, most of them unforeseen and based on ethnic differences.","['problems', 'policy']",1,1,"('policy', 'problems')",False,00:00:16
"Mary and John stand in similar poses to the left of the cross, while on the right Longinus steps from beneath the arm of the cross across the frame into the viewer's space.","['arm', 'cross']",2,-1,[],False,00:00:39
Be sure and always stack on an elevated stack pad so the moisture runs away from the stack.,"['moisture', 'stack']",8,-1,[],False,00:00:23
"The bacteria is the cause of pneumonia, including common uses, side effects, interactions and risks.","['bacteria', 'pneumonia']",0,0,"('bacteria', 'pneumonia')",False,00:00:20
"The show was pulled from its original Christmas/New Year slot because of the Tsunami, and to be honest it really should have stayed pulled.","['show', 'slot']",8,-1,[],False,00:00:23
'Wellness' tracker lures seniors to a data driven lifestyle.,"['seniors', 'data']",11,0,"('seniors', 'data')",True,00:00:45
"And with a flourish of her wand she unleashed a plague of biting insects, the sand fly.","['plague', 'insects']",13,1,"('insects', 'plague')",False,00:00:40
"The incoming water caused a stain on the wall that, through the lens of pareidolia, looked like a bearded man with a big afro hairdo.","['incoming water', 'stain']",0,0,"('incoming water', 'stain')",False,00:00:17
The north side of the street accommodated a gas station on the corner.,"['side', 'station']",18,-1,[],False,00:00:32
"The bleeding was caused by an injury, such as a fall or something hitting your face.","['bleeding', 'injury']",1,1,"('injury', 'bleeding')",False,00:00:20
The team is travelling into uncharted territory.,"['team', 'territory']",6,-1,[],False,00:00:46
On the mantel in our living room was a handmade book of photos done by a friend who is a professional photographer.,"['photos', 'friend']",16,1,"('friend', 'photos')",False,00:00:24
"We poured flour into a large mixing bowl, adding slightly more than the recipe calls for.","['flour', 'bowl']",6,-1,[],False,00:00:24
He rolled up towel and dump specimens into the pint jar.,"['specimens', 'jar']",6,-1,[],False,00:00:25
This chapter shows how much Nova has accomplished earning the companionship of her teammates.,"['companionship', 'teammates']",18,1,"('teammates', 'companionship')",False,00:00:28
The ongoing drought means that there is little water flowing into the lakes.,"['water', 'lakes']",6,0,"('water', 'lakes')",True,00:00:48
"When the blood glucose levels are lowered, the insulin release from the pancreas is turned down.","['insulin', 'pancreas']",8,1,"('pancreas', 'insulin')",False,00:00:27
"In the past, insulin was extracted from the pancreases of cows or pigs, then used to treat diabetics.","['insulin', 'pancreases']",8,1,"('pancreases', 'insulin')",False,00:00:23
"In this grotto the boy was also born, and exposed; the mother leaves the child behind in a woven basket.","['child', 'basket']",18,0,"('child', 'basket')",True,00:00:34
Merlin Lindeman (animal sciences) then pooled their expertise to show that the caterpillars caused the disease.,"['caterpillars', 'disease']",0,0,"('caterpillars', 'disease')",False,00:00:25
"Mouth blown by a glass-blower, each vase is slightly different.","['glass-blower', 'vase']",17,0,"('glass-blower', 'vase')",False,00:00:25
It is far more reminiscent of an exit hole caused by a real missile.,"['hole', 'missile']",16,1,"('missile', 'hole')",False,00:00:22
McCain's proposals were outlined in a speech made at the prestigious Carnegie Mellon University.,"['proposals', 'speech']",15,0,"('proposals', 'speech')",True,00:00:48
"Ten short films, both single and double screen, reap audio-visual crops from the fertile soil of the filmmakers' florid imaginations.","['films', 'filmmakers']",16,1,"('filmmakers', 'films')",False,00:00:34
"Crucell, a Dutch vaccine and biopharmaceuticals maker, said yesterday that it was in friendly but early-stage talks over a potential takeover.","['vaccine', 'maker']",16,1,"('maker', 'vaccine')",True,00:00:42
"I have a cassette tape from 1969 that was in a box with many different copies of ""Yesterday and Today"", some with fake pictures of the Fabs holding meat.","['cassette tape', 'box']",4,-1,[],False,00:00:28
Even the thinnest crack in a humidor is an open invitation to cigar beetles.,"['crack', 'humidor']",18,-1,[],False,00:00:54
You have added complexity into the mix by not having the proxy server and media server together.,"['complexity', 'mix']",6,0,"('complexity', 'mix')",False,00:00:19
"The rural European 'stem family', or extended family, consisting of parents and one married child who would eventually inherit the family property.","['family', 'child']",13,-1,[],False,00:00:39
They made the effect even more dramatic by lighting the talent with a light placed on the floor and focused on the face.,"['effect', 'light']",1,1,"('light', 'effect')",False,00:00:22
The thin F ring on the left of the image shows the perturbations caused by the moon Prometheus.,"['perturbations', 'moon']",1,1,"('moon', 'perturbations')",False,00:00:22
ThinkCascade is a CSS editor that uses a spreadsheet like interface.,"['editor', 'interface']",3,0,"('editor', 'interface')",False,00:00:24
Last time we got ice cream that was in a cup and didn't fall over.,"['ice cream', 'cup']",4,-1,[],False,00:00:39
Basic diagrams also work well on the computer screen if they are carefully designed to match the grid of pixels on the screen.,"['computer', 'screen']",3,-1,[],False,00:00:30
Diatoms have an external skeleton of silica and silicon may therefore be a limiting element to diatom population growth.,"['Diatoms', 'skeleton']",3,0,"('Diatoms', 'skeleton')",True,00:00:32
The medal was contained in a velvet lined square box with gold lettering on the lid.,"['medal', 'box']",4,-1,[],False,00:00:33
"A recent book by Carmen M. Reinhart and Kenneth S. Rogoff, two economists, found that over the last century the typical crisis had caused the jobless rate in the country where it occurred to rise for almost five years.","['crisis', 'jobless rate']",0,0,"('crisis', 'jobless rate')",False,00:00:24
"Once the data is collected, an emissions inventory is completed by staff using calculation tools from the GHG Protocol.","['staff', 'tools']",11,-1,[],False,00:00:37
Chinese construction workers build the port at Hambantota that analysts believe will become a base for its navy.,"['workers', 'port']",17,0,"('workers', 'port')",False,00:00:31
The Ethiopian maid fell from the balcony yesterd.,"['maid', 'balcony']",8,1,"('balcony', 'maid')",False,00:00:34
Novomer's cleaner burning binder goes into customer trials.,"['binder', 'trials']",18,0,"('binder', 'trials')",False,00:00:26
"The target of those activities is development of meta-information systems, which enables record metadata of geodata.","['activities', 'development']",18,0,"('activities', 'development')",False,00:00:25
Frozen concentrated orange juice futures have gained 17% this week on fears that crop damage could be substantial.,"['orange', 'juice']",9,0,"('orange', 'juice')",False,00:00:31
He is the author of eight books which have charted the transformation of Europe over the last quarter-century.,"['books', 'transformation']",14,-1,[],False,00:00:14
The story portrays a boy who encounters a young woman whom he must serve.,"['story', 'boy']",14,0,"('story', 'boy')",False,00:00:38
The server identifies the exam using the identifier and retrieves the corresponding template.,"['server', 'identifier']",11,-1,[],False,00:00:21
The workers poured concrete into the three new stepped piers.,"['concrete', 'piers']",6,0,"('concrete', 'piers')",True,00:00:50
The commander has dragged soldiers into unnecessary battles.,"['soldiers', 'battles']",18,-1,[],False,00:00:32
The bottom section of the mast has been mounted onto the ship.,"['mast', 'ship']",6,-1,[],False,00:00:36
The human lies down in a sealed box and allows his mind to do nothing but operate the avatar.,"['human', 'box']",18,-1,[],False,00:00:40
Eight British tourists are suing a South African safari park after they became trapped by a pride of wild lions when their tour vehicle overturned.,"['pride', 'lions']",13,-1,[],False,00:00:36
"As I write this to you, a bevy of female deer tick nymphs perch upon my shouders and act as my spell checkers.","['bevy', 'deer']",13,-1,[],False,00:00:33
It also caused a conspiracy theory to sprout from the fertile imaginations of the world's paranoid independent investigative journalists.,"['theory', 'journalists']",16,1,"('journalists', 'theory')",False,00:00:18
"They are afloat in the mid-Atlantic, with a German wolfpack of submarines attacking whenever he blinks.","['wolfpack', 'submarines']",13,1,"('submarines', 'wolfpack')",True,00:00:45
"By the way, that quote was from an email to researchers, not the official Google blog post.","['quote', 'email']",8,1,"('email', 'quote')",False,00:00:25
The users sent an array to the responder.,"['array', 'responder']",6,-1,[],False,00:00:45
"When a person assists the employee with completing this form, the preparer must certify the form.","['person', 'employee']",18,0,"('person', 'employee')",False,00:00:35
Merchants often have a small statue of a cat with its paw raised in their store window.,"['cat', 'paw']",3,-1,[],False,00:00:38
"And one third of the bench of aldermen is exclusively composed of men, which explains the on average lower share of female aldermen than female local councillors.","['bench', 'aldermen']",13,-1,[],False,00:00:26
"In a poetic series of alternately charming, dry and sometimes tragic aphorisms the biographer constructs a personality from minutiae.","['biographer', 'minutiae']",11,0,"('biographer', 'minutiae')",False,00:00:17
The seven chains have given away a total of 5.6 billion single-use bags in the past year.,"['chains', 'bags']",9,0,"('chains', 'bags')",False,00:00:23
"They left one weapon, a gun that was locked in a safe, and have since returned two others.","['gun', 'safe']",4,-1,[],False,00:00:33
The grip 1 is fitted over a rear part of a core 6 of the helve of the hammer.,"['helve', 'hammer']",2,-1,[],False,00:00:21
The nails of the right hand are easily cut with scissors made for cutting the nails of the left hand.,"['nails', 'hand']",2,-1,[],False,00:00:44
"Moreover, from the porch of the stoics he brings out matter, and places it on a par with the Divine Creator.","['porch', 'stoics']",18,-1,[],False,00:00:33
Last night I bottled the all grain ale.,"['grain', 'ale']",9,0,"('grain', 'ale')",False,00:00:22
The senior profiles are used by teachers in order to help them write a more informed letter of recommendation.,"['profiles', 'teachers']",10,-1,[],False,00:00:34
We have recently determined the corruption was (ironically) triggered by the SMART utilities.,"['corruption', 'utilities']",1,1,"('utilities', 'corruption')",False,00:00:15
The launcher receives the balls through a similar belt system leading up the neck of the robot from the ground.,"['launcher', 'system']",11,1,"('system', 'launcher')",True,00:00:35
"The essays collected in this book are based on the reports presented to the Symposium ""the European Union as an Actor in International Relations"", jointly organised by the two historical Universities of Macerata and Camerino, held on 5-7 April 2001.","['essays', 'book']",12,0,"('essays', 'book')",False,00:00:17
Sterile distilled water was put inside the fifth well to serve as negative control while gentamicin was used as positive control in the fourth well.,"['water', 'well']",6,-1,[],False,00:00:27
"The pig was in a crate on the back of the wagon, and cold as it was, Mr. Huy waded to the wagon and fed it that night and the next morning.","['pig', 'crate']",4,-1,[],False,00:00:24
The use of mathematical models and numerical techniques is a practice employed by a growing number of applied mathematicians working on applications in finance.,"['number', 'mathematicians']",13,-1,[],False,00:00:39
Complementing the unique arsenal is a vibrant world that employs a cel-shaded animation reminiscent of a comic book.,"['world', 'animation']",18,0,"('world', 'animation')",True,00:00:33
The 34th battalion was a part of the cavalry not surrendered by Gen. Robert.,"['battalion', 'cavalry']",2,-1,[],False,00:00:23
At the turn of each hour the pin of the wheel raises the hour wheel lever.,"['pin', 'wheel']",2,0,"('pin', 'wheel')",True,00:00:45
"The ombudsman's report concluded that ""a large part of the package was not provided"".","['ombudsman', 'report']",17,0,"('ombudsman', 'report')",False,00:00:23
Each congregation has a body of appointed male elders and ministerial servants.,"['body', 'elders']",13,-1,[],False,00:00:20
"As I travelled the world and had facials in every corner, I have finally found a therapist with such a perfect way of touching my face.","['therapist', 'way']",11,0,"('therapist', 'way')",False,00:00:25
"Some voter advocates worry that the requirement, paired with the crush of applications, has risked leaving more would-be voters with only a provisional ballot on Election Day.","['crush', 'applications']",13,1,"('applications', 'crush')",False,00:00:22
"Three days later, the new-born baby was brought into her home.","['baby', 'home']",6,-1,[],False,00:00:30
Our whole evening was centered on the topic of courage.,"['evening', 'courage']",14,-1,[],False,00:00:28
"Non-native species are spreading into new areas increasingly rapidly through human activities as international trade, transportation and travel intensify.","['species', 'areas']",6,-1,[],False,00:00:35
"Twisters generally fill their creations with a gas other than helium, as these designs will not usually float anyway.","['Twisters', 'creations']",17,0,"('Twisters', 'creations')",False,00:00:20
The life-like creatures caused a real scare on the set when a 44-foot spinosaurus malfunctioned and began slamming its head against a prop plane.,"['creatures', 'scare']",0,0,"('creatures', 'scare')",False,00:00:18
This documentary film reveals a shocking insight into the Jamaican economy and everyday life.,"['film', 'economy']",14,-1,[],False,00:00:43
"This invention relates to a mooring fender apparatus, particular an apparatus to protect the gunnel and rub rail of a boat.","['gunnel', 'boat']",2,-1,[],False,00:00:48
"Going much much farther back, ultimately the word descended from the Indo-European root.","['word', 'root']",8,1,"('root', 'word')",False,00:00:24
A fresh pork butt is cooked slowly in a crock pot instead of being cooked in the traditional pit.,"['pork butt', 'crock pot']",4,1,"('crock pot', 'pork butt')",False,00:00:16
"This paper is constructed from a portion of a thesis presented by Edward W. Shand, June, 1930, for the degree of Doctor of Philosophy at New York University.","['paper', 'thesis']",8,1,"('thesis', 'paper')",False,00:00:24
Professional photographers use digital cameras.,"['photographers', 'cameras']",11,-1,[],False,00:00:38
"Line 3 (blue) completed part: from Egaleo to Doukissis Plakendias, where it connects with the new Suburban train from the airport.","['train', 'airport']",8,-1,[],False,00:00:56
They (the aquarium) were brushing the shark's teeth.,"['shark', 'teeth']",3,-1,[],False,00:00:32
The girls drank the vodka out of plastic water bottles.,"['girls', 'bottles']",11,-1,[],False,00:00:42
"Rowe Coven was a coven of male warlocks who got more powerful down the generations until there are three brothers, the most powerful ever seen.","['coven', 'warlocks']",13,1,"('warlocks', 'coven')",True,00:00:49
"During experiments in captivity, capuchins have made flint knives after banging a piece of flint against the floor until it broke.","['capuchins', 'knives']",17,0,"('capuchins', 'knives')",False,00:00:21
"The ban caused a widespread debate, largely on the Internet, in which rabbis and scholars from around the world participated.","['ban', 'debate']",0,0,"('ban', 'debate')",False,00:00:13
"And destiny lies for us in many places, way up in the High Lonesome with a cowardice of curs or our passions for the loves we know.","['cowardice', 'curs']",18,-1,[],False,00:00:20
"The coffees were all tasty, even though my latte was in a glass after we had discussed the size of the cup, I always find them hard to drink.","['latte', 'glass']",4,-1,[],False,00:00:40
The focus of the chapter is the impact of diversification on the performance of PE funds.,"['chapter', 'impact']",14,-1,[],False,00:00:24
"From the ancient times, music documented the lives of the people and was widely patronized by the rulers.","['music', 'lives']",18,1,"('lives', 'music')",False,00:00:20
Saudi Arabia has exported wheat to 30 countries including China.,"['wheat', 'countries']",6,-1,[],False,00:00:25
The box contained a complete British manual telegraph tape-making and high speed sending system.,"['box', 'system']",18,0,"('box', 'system')",False,00:00:25
The Commission has published an annual report giving a summary of committee activities during the previous year.,"['report', 'activities']",14,1,"('activities', 'report')",False,00:00:16
The guests arrived to the wedding on time.,"['guests', 'wedding']",6,1,"('wedding', 'guests')",False,00:00:21
"Urgent needs are approaching the society, which requires dynamic changes.","['needs', 'society']",6,0,"('needs', 'society')",False,00:00:23
"He preserved the working ranches of the west, while achieving an expansion of the ranch's value through development and management of the recreational ecosystem within the ranch.","['expansion', 'development']",1,1,"('development', 'expansion')",False,00:00:14
"The sand in the hourglass solves several problems of the clepsydra: it does not freeze in cold temperatures, it does not evaporate in warm weather, and it can be sealed so nothing can get in that will affect the flow of the sand in the glass.","['sand', 'hourglass']",4,-1,[],False,00:00:25
The name Mirumo was derived from a cartoon series.,"['name', 'series']",8,1,"('series', 'name')",False,00:00:18
"Ceres is the largest known asteroid at approximately 950 km (590 miles) in diameter, and it lies in the belt of asteroids between Mars and Jupiter.","['belt', 'asteroids']",13,-1,[],False,00:00:42
A really enjoyable drinking experience ensued from this red blend from this boutique winery from the Cowra area of Central Western NSW.,"['experience', 'blend']",1,1,"('blend', 'experience')",False,00:00:21
The chabazite was contained in a multiple U-tube and was first thoroughly outgassed at 550' in a good vacuum.,"['chabazite', 'multiple U-tube']",4,-1,[],False,00:00:50
"The spill was caused by the Iraqi fuel tanker Zainab, suspected of smuggling around 1,300 tonnes of fuel oil from Iraq, as it ran into trouble on its way to a holding area in international waters.","['spill', 'tanker']",1,1,"('tanker', 'spill')",False,00:00:25
Use outdoor where sunlight and glare cause eye strain and fatigue.,"['sunlight', 'fatigue']",0,0,"('sunlight', 'fatigue')",False,00:00:19
"Police investigators later found brake discs on the car were broken, though experts from the Italian car manufacturers insist the damage was caused by the collision and the car had been in perfect condition.","['damage', 'collision']",1,1,"('collision', 'damage')",False,00:00:18
Such interventions placed the general in a role that many within the profession considered inappropriate.,"['general', 'role']",18,-1,[],False,00:00:43
"Typically, statutes declare policy.","['statutes', 'policy']",14,0,"('statutes', 'policy')",False,00:00:26
I removed the chemical disposes into the designated area only.,"['disposes', 'area']",6,-1,[],False,00:00:25
"As a result, the brain is depleted of dopamine, which causes the severe depression after the cocaine has dissipated.","['dopamine', 'depression']",18,0,"('dopamine', 'depression')",False,00:00:20
"The kingdom comprises four topographical and climatic areas, which vary from 400 to 1800 metres above sea level.","['kingdom', 'areas']",3,-1,[],False,00:00:45
First we measured from the railing of the bridge to the surface of the stream.,"['railing', 'bridge']",2,1,"('bridge', 'railing')",True,00:00:39
"A referee, or on-ice official, is responsible for enforcing the rules during a game.","['referee', 'game']",18,1,"('game', 'referee')",False,00:00:40
The squatters have moved into the building.,"['squatters', 'building']",6,1,"('building', 'squatters')",True,00:00:46
As of 2010 the farm has two large greenhouses and one field tunnel and cultivates about 6 acres of vegetables.,"['farm', 'greenhouses']",3,0,"('farm', 'greenhouses')",False,00:00:19
"Although the clauses were invented by the framers to serve common values, there is some tension between the two.","['clauses', 'framers']",16,1,"('framers', 'clauses')",False,00:00:18
"The researchers placed the compound in a tube, which then was put inside a magnet.","['compound', 'tube']",6,-1,[],False,00:00:21
"The opening issues, mostly written and guest-edited by the coterie of contributing editors, seem infused with the same spirit.","['coterie', 'editors']",13,-1,[],False,00:00:36
Utilizing concrete plank floor/ceiling construction benefits the builder.,"['construction', 'builder']",10,1,"('builder', 'construction')",True,00:00:44
"The muscles at the back of the leg, by connection with the achilles tendon raise the heel.","['muscles', 'leg']",2,0,"('muscles', 'leg')",False,00:00:18
A project to regulate the standard of private rental properties in Dumfries and Galloway looks set to close.,"['project', 'standard']",18,1,"('standard', 'project')",True,00:00:45
These wind turbines generate electricity from naturally occurring wind.,"['turbines', 'electricity']",0,0,"('turbines', 'electricity')",False,00:00:18
"In the 2006 Robin Hood series, Robin at one point is lowered into a pit of poisonous snakes.","['pit', 'snakes']",18,-1,[],False,00:00:22
A Suffolk ram was removed from the flock and test mated to unrelated Suffolk ewes in another flock; 14 of the resulting 43 lambs born in 1984 had an identical congenital renal disease.,"['ewes', 'flock']",12,-1,[],False,00:00:28
The X-Men battle Sentinels in this new clip from the animated series.,"['clip', 'series']",8,-1,[],False,00:00:39
"Aware of the suffering caused by exploitation, social injustice, stealing, and oppression, I am committed to cultivate loving kindness and learn ways to work for the well-being of people, animals, plants, and minerals.","['suffering', 'exploitation']",1,1,"('exploitation', 'suffering')",False,00:00:34
He then maps the development of Anglo-American formalism from Modernist literature to the American and British academies.,"['formalism', 'literature']",8,1,"('literature', 'formalism')",False,00:00:22
Her decomposed body was found in a drum in a Lake Elsinore field.,"['body', 'drum']",4,-1,[],False,00:00:25
I have also had some aged maize spirits that they use for flavoring in their blends that tasted quite a bit like bourbon.,"['maize', 'spirits']",9,0,"('maize', 'spirits')",False,00:00:27
"My neighbour has erected a fence and it has been built on our land, not on the boundary.","['neighbour', 'fence']",17,0,"('neighbour', 'fence')",False,00:00:20
The magnetic mechanism is composed of a rotatably seated permanent magnet which can be swiveled or rotated into alignment with the actual throughput channel for the developer mix.,"['mechanism', 'magnet']",3,-1,[],False,00:00:29
Witness the gangs in Los Angeles who stopped killing one another for a time after the riots triggered by the Rodney King bashing verdict.,"['riots', 'verdict']",1,1,"('verdict', 'riots')",False,00:00:17
The addition of disintegrants could further accelerate the drug release from the tablet.,"['drug', 'tablet']",8,-1,[],False,00:00:28
The results have been documented in two films.,"['results', 'films']",15,0,"('results', 'films')",False,00:00:27
Three friends are forced to question what keeps them together after a quarrel over the purchase of a work of art.,"['quarrel', 'purchase']",18,1,"('purchase', 'quarrel')",False,00:00:20
"From banishing cold and flu germs to preventing foodborne illnesses, frequent hand-washing is one of the smartest preventive habits you can adopt.","['cold', 'germs']",1,1,"('germs', 'cold')",False,00:00:20
Many neologisms have come from popular literature and tend to appear in different forms.,"['neologisms', 'literature']",8,1,"('literature', 'neologisms')",False,00:00:23
The two-year-old's body was in a suitcase found floating in a pond by local children.,"['body', 'suitcase']",4,-1,[],False,00:00:35
"This program was developed based on research, best practices, several parenting programs, and the personal experiences of the author, who is a minister.","['program', 'author']",16,1,"('author', 'program')",False,00:00:31
"Our horses soon get used to it, the only things they really don't seem to like are the helicopters with rotors front and back.","['helicopters', 'rotors']",3,-1,[],False,00:00:51
Responses were obtained from 310 presidents provosts and 1293 deans.,"['Responses', 'presidents']",8,1,"('presidents', 'Responses')",False,00:00:17
"A publicly shared Web 2.0 story, created by students for a class, afterward becomes something that other students can explore.","['story', 'students']",16,1,"('students', 'story')",False,00:00:13
"The outer bark composed of dead phloem alternating with bands of cork is called, technically, rhytidome.","['bark', 'phloem']",18,1,"('phloem', 'bark')",False,00:00:35
"Insects that harm trees are often prey for a descent of woodpeckers, which, in turn benefits the birds that nest in the saved tree.","['descent', 'woodpeckers']",13,-1,[],False,00:00:38
The setup was put inside a chimney in order to enhance the natural convection cooling.,"['setup', 'chimney']",6,-1,[],False,00:00:27
Strawberry jam is made to be shared and people love it when you do.,"['Strawberry', 'jam']",9,0,"('Strawberry', 'jam')",False,00:00:18
"The bulletin informed key persons and opinion leaders about the project, its background, objectives, activities, and results.","['bulletin', 'project']",14,1,"('project', 'bulletin')",False,00:00:24
The book introduces modern geographical theory in an accessible format and reflects the changing nature of the subject.,"['book', 'geographical theory']",14,-1,[],False,00:00:25
The Leftist student platform at LAU is newly born independent leftist league of various leftist movements and independents at the Lebanese American University.,"['league', 'movements']",13,1,"('movements', 'league')",False,00:00:15
The bottles have leaked poison into the milk.,"['poison', 'milk']",6,0,"('poison', 'milk')",False,00:00:20
"Many times, the problem of keeping track of depreciation rates in you fixed assets is attempted by managers using spreadsheets which they program themselves.","['managers', 'spreadsheets']",11,0,"('managers', 'spreadsheets')",False,00:00:25
A Western journalist took an assignment from his newspaper's office for visiting Pakistan and filing exclusive reports on the current nuclear issue.,"['journalist', 'office']",18,1,"('office', 'journalist')",False,00:00:17
An office is then modeled as a society of various interacting agents using their knowledge to complete the office goals cooperatively.,"['society', 'agents']",13,-1,[],False,00:00:43
The valley is France's largest producer of sparkling wines outside of the Champagne region.,"['valley', 'wines']",9,0,"('valley', 'wines')",False,00:00:15
Preliminary talks between the association and Nigel Worthington regarding a new contract took place last week and these talks are still ongoing.,"['talks', 'contract']",14,1,"('contract', 'talks')",False,00:00:27
"Although some of the stories were based on historical truths, most were a weaving of Greek, Roman and Celtic myths.","['stories', 'historical truths']",18,1,"('historical truths', 'stories')",False,00:00:29
However several problems were pointed out during the course of this feasibility study.,"['problems', 'study']",18,-1,[],False,00:00:53
"The salary of a sergeant in the army for an experience of 2 years or less is $19504.80, after 10 years it is $26841.60.","['sergeant', 'army']",12,1,"('army', 'sergeant')",False,00:00:24
The weather report informed me about the high wind storm conditions that was already in place.,"['weather report', 'storm conditions']",14,1,"('storm conditions', 'weather report')",True,00:00:31
One soldier was brutally frank in a message posted on a website last week.,"['soldier', 'message']",17,0,"('soldier', 'message')",False,00:00:18
Human growth hormone is described by some as the key to slowing the aging process.,"['growth', 'hormone']",1,1,"('hormone', 'growth')",True,00:00:49
"The wind lifted the umbrella, tipped the table, smashed some of the umbrella ribs, and ripped about half the umbrella seams.","['umbrella', 'ribs']",3,-1,[],False,00:00:29
"In another two short sessions, the duo produced six or seven songs, two of which just didn't fit the mood of the album.","['duo', 'songs']",17,0,"('duo', 'songs')",False,00:00:13
"In September 2001 President George W. Bush declared a ""War on Terrorism"" and vowed to destroy all terrorist organizations ""with a global reach"".","['terrorist', 'organizations']",18,-1,[],False,00:00:30
"At my work, an electronic engineer has migrated into embedded software.","['electronic engineer', 'embedded software']",11,-1,[],False,00:00:26
A brief discussion of the rice market is presented in the appendix.,"['discussion', 'appendix']",15,-1,[],False,00:00:21
Roni Music is a software company with an emphasis on powerful music software.,"['software', 'company']",16,1,"('company', 'software')",False,00:00:19
"First you feel the fire of vodka, but sweetish and then the blackberry syrup neutrolizes all the alcohol, the last touch is the coffee taste of Kahlua.","['blackberry', 'syrup']",9,0,"('blackberry', 'syrup')",False,00:00:28
Martin Smith is a film maker who wrote and directed the 2006 Scottish BAFTA Award winning short Tracks.,"['film', 'maker']",16,1,"('maker', 'film')",False,00:00:32
"I kept it in a pocket in my trousers and, day after day, used it more frequently, and with more pleasure.","['pocket', 'trousers']",2,1,"('trousers', 'pocket')",False,00:00:33
"In 616, the first Buddhist stone scripture tablet was made at the temple by a monk named Jingwan.","['tablet', 'monk']",16,1,"('monk', 'tablet')",False,00:00:13
"The president of the corporation, by virtue of his office, presides as chairman of the meeting.","['president', 'corporation']",18,1,"('corporation', 'president')",True,00:00:31
The covered Clamp style handles hold mop firmly between the jaws of the mop handle.,"['jaws', 'handle']",2,1,"('handle', 'jaws')",False,00:00:27
"The founder of a growing advertising agency is happy to see his business flourish, but is left wondering what his role is now that others have taken over.","['founder', 'agency']",17,0,"('founder', 'agency')",False,00:00:30
I bought him his meds and cut his foot nails first before we headed to the hospital.,"['foot', 'nails']",3,0,"('foot', 'nails')",True,00:00:50
"The lure is a treat that is held in the owners hand, and the ferret lifts its paw to try to get to the treat.","['ferret', 'paw']",3,0,"('ferret', 'paw')",False,00:00:19
"At this moment, a certain amount of chlorine gas was placed inside a cylinder with a movable piston at one end.","['amount', 'cylinder']",6,-1,[],False,00:00:29
"While playing the labyrinth game through the television, I thought of a few ideas that I wanted to test out.","['game', 'television']",18,-1,[],False,00:00:20
"The plug of the valve shown in Figure 3-50 is fitted for this purpose with a packing sleeve, which is tightened against the seat by a follower nut.","['plug', 'valve']",2,-1,[],False,00:00:32
My baby sister was lying asleep in a cradle next to my mom's bed.,"['sister', 'cradle']",18,-1,[],False,00:00:22
"So they mate with boars every year and give birth to a litter, no, a farrow of piglets.","['farrow', 'piglets']",13,0,"('farrow', 'piglets')",False,00:00:35
"In the footwear department of the store, socks and other accessories needed to be displayed in an area close to the shoes, boots and sandals, yet also be unobtrusive.","['department', 'store']",2,1,"('store', 'department')",True,00:00:50
Several major manufacturers of chain saws claim to have invented the first chain saw and all their claims point to the 1920s.,"['chain', 'saws']",2,-1,[],False,00:00:18
"The election was caused by the appointment of Donald Sumner, formerly Conservative MP for Orpington, to be a county court judge.","['election', 'appointment']",1,1,"('appointment', 'election')",False,00:00:12
The polonium was contained in a tantalum capsule which was closed by beliarc welding remotely controlled manipulators.,"['polonium', 'tantalum capsule']",4,-1,[],False,00:00:31
"Finally, the holiday items arrived to the local store.","['items', 'store']",6,-1,[],False,00:00:26
"This was our first day back volunteering there but he wasn't feeling good, had a fever from immunizations.","['fever', 'immunizations']",1,1,"('immunizations', 'fever')",False,00:00:15
The first French aircraft designer to try this simply installed a deflector plate on the propellor blade.,"['propellor', 'blade']",3,-1,[],False,00:00:20
Eight busloads ran into contention.,"['busloads', 'contention']",18,0,"('busloads', 'contention')",False,00:00:35
I was very lucky to have my friend from ballet knit a baby blanket for my daughter and my friend's mother from Austria knit a baby sweater.,"['mother', 'sweater']",17,0,"('mother', 'sweater')",False,00:00:20
In 1874 Captain John T. Lytle and several cowboys left South Texas with 3500 head of longhorn cattle and a remuda of saddle horses.,"['remuda', 'horses']",13,-1,[],False,00:00:43
The western region of Mauritania is the scene of a serious plague of desert locusts.,"['plague', 'locusts']",18,1,"('locusts', 'plague')",False,00:00:20
The exhibitors have entered the exhibits into the fall fair.,"['exhibits', 'fall fair']",6,1,"('fall fair', 'exhibits')",False,00:00:27
He sees taxation as a central instrument for the government (over and above revenue raising) especially for re-distribution of wealth.,"['taxation', 'government']",10,1,"('government', 'taxation')",False,00:00:23
It has been asserted in the literature that the recognition of speech takes place not because of phonemic distinctions only.,"['literature', 'recognition']",14,-1,[],False,00:00:25
"I found that the wind swirling around from the back, in between the front seats, caused a draft on the driver and passenger's necks.","['wind', 'draft']",0,0,"('wind', 'draft')",False,00:00:16
I also enjoyed the fact that the honey was in a bottle rather than those little packages that are almost impossible to open and make a huge mess once you manage to do so.,"['honey', 'bottle']",4,1,"('bottle', 'honey')",True,00:00:36
Vehicles are equipped with front and rear bumpers designed to withstand the impact of the collision.,"['Vehicles', 'bumpers']",3,0,"('Vehicles', 'bumpers')",False,00:00:18
